Y,X1,X2,X3,X4,X5,X6,X7
6021,43.8,34.1,55.6,14,-2.6,-4.3,-0.8
13073,43.8,38.4,49.6,53,-4.1,-5.8,-2.3
23015,43.8,36.4,52.6,26,-1.9,-3.2,-0.7
26015,43.8,37.3,51.3,33,-0.5,-1.8,0.8
27139,43.8,37.7,50.4,41,-0.6,-1.6,0.4
27159,43.8,32.1,59.2,10,0.2,-1.7,2.2
36103,43.8,42.4,45.3,751,-1.9,-2.2,-1.7
53059,43.8,29.4,63.5,6,-31.5,-60.2,17.9
16047,43.7,31.1,59.8,8,1.1,-1.4,3.6
16017,43.7,36.2,52.4,26,-1.2,-2.1,-0.3
17089,43.7,40.9,46.6,193,-1.1,-1.8,-0.5
17051,43.7,33.5,56.2,13,-1.1,-2.5,0.3
27127,43.7,32.6,57.9,11,0.9,-0.9,2.7
27075,43.7,30.6,61.5,8,-1.5,-3.5,0.6
42037,43.7,37.6,50.6,38,0,-1,1.1
42021,43.7,39.8,48,95,-1.1,-1.7,-0.5
17133,43.6,34.9,54.1,17,-1.6,-2.6,-0.5
18159,43.6,32,58.6,10,-1.3,-2.7,0.1
19125,43.6,35,53.8,18,-0.3,-1.6,1
46037,43.6,27.4,69,5,0.3,-2.9,3.6
55103,43.6,32.6,57.5,11,-1.9,-4.5,0.7
8055,43.5,28.9,66.6,6,0.7,-1.4,2.8
13291,43.5,34.7,54.6,18,-1.6,-3.5,0.3
37089,43.5,39.2,48.1,80,-1.1,-1.7,-0.5
39057,43.5,39.3,48.1,81,-2,-2.6,-1.4
46135,43.5,33.3,56.1,13,-0.5,-2.3,1.4
48145,43.5,32,58.1,10,5.5,-7.7,20.6
48487,43.5,30.5,60.6,7,-1.1,-2.9,0.8
53031,43.5,36.2,52.5,27,-1.4,-2.9,0.2
55123,43.5,35.1,53.5,19,-0.4,-1.6,0.7
56045,43.5,26.3,68.6,4,1.8,-1.7,5.5
17189,43.4,31.5,59,9,-0.5,-2.7,1.8
51067,43.4,37,50.7,34,-1.1,-2.4,0.2
6043,43.3,33.3,56.1,13,-1.4,-3.1,0.3
9011,43.3,40.1,46.6,142,-3.4,-4.9,-1.9
25009,43.3,41.4,45.3,390,-3.2,-4.4,-1.9
41025,43.3,27.8,66.1,5,-3,-5.3,-0.7
48165,43.3,29.1,61.7,6,-0.8,-3.4,1.8
27141,43.2,36.3,50.9,30,-0.8,-2.5,0.8
31093,43.2,25.8,69.3,4,-0.9,-3.2,1.4
35035,43.2,36.8,50.5,33,-0.4,-1.6,0.8
41005,43.2,40.4,46.1,189,-1.6,-2.1,-1.1
41031,43.2,32.4,56.6,11,0.5,-1.4,2.4
42115,43.2,36.1,51.4,27,-0.5,-1.7,0.7
48185,43.2,33.4,55.2,14,-3,-4.2,-1.8
54061,43.2,37,50.1,36,-1.6,-2.9,-0.2
12119,43.1,38.6,48.2,110,-2.5,-3.3,-1.7
13269,43.1,27.1,65.7,5,-2.2,-4.5,0.1
20035,43.1,35,52.6,20,-4.5,-8.6,-0.3
27043,43.1,31.6,58.1,10,1.8,0.2,3.3
29001,43.1,32.7,56.1,12,-0.6,-2.6,1.5
29087,43.1,24.3,73.5,3,**,**,**
30083,43.1,28.1,63.5,5,-1.2,-3.4,1
48189,43.1,33.9,54.1,15,-0.3,-1.9,1.4
55063,43.1,38.1,48.6,55,-0.9,-1.7,0
55035,43.1,37.6,49.2,46,0,-1.2,1.2
1023,43,31,58.8,9,-1.6,-3.7,0.4
27123,43,40.5,45.7,227,-2.8,-4,-1.6
42067,43,33.5,54.5,14,-0.5,-1.9,0.9
53035,43,39.6,46.7,123,-1.9,-2.6,-1.2
18179,42.9,33.7,54,15,-2.7,-4.4,-0.9
28105,42.9,34.1,53.4,16,-0.8,-2.5,0.8
33003,42.9,36.6,50.1,35,-2.3,-3.7,-0.8
46129,42.9,26.3,69,4,-1.1,-4.1,2
48019,42.9,33.3,55,15,-2.2,-3.7,-0.7
54001,42.9,31.4,57.6,9,-2.4,-4,-0.9
20053,42.8,26.6,67.2,4,**,**,**
25021,42.8,40.8,44.8,354,-5,-7.8,-2.2
34025,42.8,40.7,45,317,-3.2,-3.9,-2.5
37135,42.8,37.5,48.7,50,-3.7,-5.5,-1.8
38099,42.8,30.3,59.9,8,-0.3,-2.8,2.4
48113,42.8,41.5,44.2,802,-3.2,-3.9,-2.6
50007,42.8,38.3,47.8,67,-1.8,-2.8,-0.8
6023,42.7,38.1,47.8,65,-2.1,-2.9,-1.2
20201,42.7,26.2,68.3,4,-1.5,-3.7,0.7
25019,42.7,27.1,64.3,5,-3.4,-5.6,-1.1
27173,42.7,28.9,61.6,6,0.3,-2.1,2.8
27027,42.7,35.4,51,25,0.4,-1.1,1.9
40093,42.7,26.7,65.9,5,2,-1.1,5.3
48091,42.7,38,47.9,61,-0.9,-1.9,0.1
51161,42.7,37.9,48.2,56,-0.4,-1.4,0.7
53065,42.7,35.6,51.1,27,-1.5,-3,0
6067,42.6,41,44.1,595,-5.1,-9.3,-0.8
36109,42.6,36.7,49.1,40,-1,-1.9,0
38035,42.6,35.4,50.9,26,-1.5,-2.6,-0.4
25017,42.5,41.1,43.9,713,-2.3,-3,-1.5
27171,42.5,37,48.6,44,0,-1,0.9
8077,42.4,38.2,46.9,77,-1.4,-2.2,-0.7
17019,42.4,38.1,47.1,73,-1.2,-2,-0.4
22023,42.4,23.9,70.1,3,**,**,**
12109,42.3,38.7,46.1,107,-2.6,-3.1,-2
19001,42.3,27.1,64.6,5,0.4,-1.7,2.6
42011,42.3,39.8,45,211,-1.7,-2.3,-1.1
48299,42.3,33.9,53.2,19,-1.7,-3,-0.3
56021,42.3,36.7,48.6,42,-0.4,-1.7,0.8
25007,42.2,31,56.6,10,-1.4,-3.6,0.9
31041,42.2,29.3,59.9,7,1.4,-0.8,3.7
37137,42.2,31.1,57.3,10,-2.9,-4.7,-1
44005,42.2,37.1,48,50,-1.8,-2.7,-0.9
53073,42.2,38.4,46.3,95,-1,-1.6,-0.3
6099,42.1,39.5,44.8,200,-1.9,-2.4,-1.5
6045,42.1,36.9,47.9,51,-2.7,-3.5,-1.8
12095,42.1,40.3,44,424,-6.1,-10.5,-1.5
28019,42.1,27.3,63,5,**,**,**
36007,42.1,38.6,45.9,111,-4.1,-6.9,-1.3
51037,42.1,30,58.3,8,-1.8,-3.9,0.4
12073,42,38.2,46,98,-1.7,-2.3,-1.1
16083,42,36.1,48.6,37,0,-1.4,1.4
27111,42,36.1,48.7,39,0.1,-1.1,1.4
30063,42,36.5,48,45,-1.3,-2.3,-0.3
51685,42,24.2,66.7,4,-3.4,-6.8,0.2
56033,42,32.9,53,15,-0.5,-2.3,1.4
12115,41.9,39.9,44,366,-1.9,-2.4,-1.5
31035,41.9,25,67.3,4,0.7,-2.5,4
35061,41.9,35.7,48.8,34,0,-1.4,1.3
37119,41.9,39.8,44.1,314,-6.5,-10.7,-2.1
48329,41.9,37,47.3,54,-1.8,-2.6,-0.9
48193,41.9,28.7,60.9,7,0.7,-2,3.4
51023,41.9,33.9,51.4,20,-1.5,-3,0.1
4011,41.8,24.5,66.5,4,**,**,**
9013,41.8,37.3,46.7,65,-1.6,-2.7,-0.5
37055,41.8,33.4,51.8,18,-3.3,-4.9,-1.8
38003,41.8,28.8,59.4,7,0.1,-2,2.4
45065,41.8,28.9,60.3,8,-2.3,-4.5,-0.1
50025,41.8,34.7,50.1,25,-1.9,-3.3,-0.5
55039,41.8,36.9,47.3,53,0.2,-0.7,1.1
12081,41.7,39.3,44.3,236,-1.8,-2.3,-1.4
19093,41.7,26.5,64.4,5,**,**,**
19033,41.7,34.9,49.6,27,-2.1,-3.1,-1.2
28073,41.7,34,50.6,21,-7.6,-11.3,-3.7
32031,41.7,38.9,44.5,182,-7.6,-11.4,-3.5
38049,41.7,25,67.9,4,**,**,**
41061,41.7,32.5,52.9,15,-1.4,-3.1,0.2
48117,41.7,29.3,57.5,7,-0.7,-3.4,2
51121,41.7,35.6,48.6,33,-1.2,-2.6,0.3
13141,41.6,26.9,62.4,5,0.9,-1.9,3.8
13059,41.6,35.6,48.2,36,-1.3,-2.3,-0.3
26065,41.6,38.1,45.4,109,-1.3,-1.9,-0.6
27015,41.6,32.5,52.6,16,1.2,-0.6,3
31109,41.6,38.2,45.3,112,-0.9,-1.6,-0.3
38097,41.6,26,64,5,2,0.5,3.6
41013,41.6,32.4,53.2,14,-2.9,-4.4,-1.3
48187,41.6,36.8,46.8,56,-1.7,-2.4,-1
51017,41.6,24.5,70.6,4,-1.7,-4.7,1.3
53071,41.6,35,49.1,30,-0.8,-2,0.3
55009,41.6,38.1,45.3,107,-0.4,-1,0.3
56007,41.6,28.9,58.2,7,-1.9,-4.5,0.7
12117,41.5,38.9,44.3,187,-2.3,-2.8,-1.8
12043,41.5,30.1,56.9,9,-2.8,-4.7,-0.9
18087,41.5,32.5,52.3,15,-0.7,-2.4,0.9
19041,41.5,30.4,55.7,10,-0.3,-2.5,2
25001,41.5,38.8,44.5,175,-3.8,-6.3,-1.3
29151,41.5,29,57.9,7,0.5,-1.6,2.7
41045,41.5,32.6,52.1,15,-1.5,-3,0.1
42001,41.5,36.7,46.8,55,-1.1,-2.1,0
48451,41.5,36.5,46.9,52,-2.1,-2.9,-1.4
56025,41.5,35.4,48.3,35,-2.8,-3.9,-1.7
6029,41.4,39.2,43.7,270,-2,-2.5,-1.4
19109,41.4,30.2,55.9,10,1.1,-0.7,2.9
20079,41.4,33.5,50.7,20,0.5,-0.7,1.8
27051,41.4,25.5,66,4,1.8,-0.7,4.3
42065,41.4,34.7,49.3,27,-0.9,-1.9,0.2
8043,41.3,34.6,49,28,-0.6,-1.7,0.5
18129,41.3,31.8,53,13,-6.9,-12.2,-1.3
19059,41.3,31.4,54,12,-1.4,-3.1,0.3
22065,41.3,26.7,61.1,5,-1.8,-3.8,0.2
26081,41.3,39,43.7,247,-3.1,-5,-1.3
27007,41.3,33.5,50.5,20,-0.5,-2.1,1.1
45053,41.3,30.7,54.3,11,-2.1,-4.2,0
51061,41.3,34.8,48.7,30,-3.2,-4.5,-2
8087,41.2,31.8,52.6,13,0.4,-2.1,3
16055,41.2,36.9,45.8,69,-2.4,-3.2,-1.6
19185,41.2,25.2,65.4,4,-0.5,-3.4,2.5
19159,41.2,24.4,68.3,4,0.4,-2.5,3.4
20045,41.2,35.2,47.8,36,-0.9,-2.1,0.3
20057,41.2,31.3,53.1,12,-1,-2.8,0.9
27049,41.2,34.3,49.3,26,0.3,-0.9,1.6
42009,41.2,34.8,48.6,30,-0.1,-1.5,1.2
42103,41.2,34.9,48.3,32,-1.3,-2.7,0.1
51157,41.2,26.1,63.9,5,-0.7,-3.1,1.8
55029,41.2,33.6,50.6,21,0,-1.7,1.8
55045,41.2,33.2,50.6,19,-0.3,-1.7,1.2
1087,41.1,30.5,54.5,10,-13.8,-27.2,2.2
6047,41.1,37.3,45.3,85,-2.2,-2.8,-1.6
48255,41.1,28.4,57.7,7,-1.5,-3.6,0.6
48333,41.1,24.6,68.4,4,0.7,-2.4,3.9
13207,41,31.5,52.6,13,-3,-4.8,-1.2
19169,41,34.7,48,32,-0.3,-1.4,0.9
19079,41,29.7,55.8,9,-1.4,-3.3,0.5
20121,41,32.3,51.5,15,-1.1,-2.4,0.2
26125,41,39.5,42.6,567,-4,-6.6,-1.4
35029,41,32.3,51.7,15,-0.1,-1.4,1.3
42077,41,38.3,43.8,178,-3.6,-6.2,-0.8
48015,41,32.3,51.7,15,-1.2,-2.9,0.4
13243,40.9,25.8,63,5,-0.6,-3.6,2.6
29121,40.9,30.2,54.8,10,0,-2.1,2.1
32005,40.9,34.6,48.2,32,-0.7,-2.2,0.8
35005,40.9,34.6,47.9,31,-1.1,-2.3,0.1
41027,40.9,30,54.4,10,-0.8,-2.5,1
51153,40.9,37.2,44.7,107,-2.7,-3.6,-1.8
16027,40.8,36.6,45.3,72,-0.3,-1.2,0.5
26055,40.8,35.6,46.7,45,-1.7,-2.9,-0.5
27037,40.8,37.8,43.9,148,-1,-1.5,-0.5
31141,40.8,32.2,51.1,16,1,-0.4,2.4
35025,40.8,33.8,48.9,24,-2,-3.2,-0.8
37149,40.8,31.8,52.4,15,-1.3,-2.6,0
48307,40.8,27,60.7,6,-0.8,-3.5,2
6107,40.7,37.8,43.9,145,-1.6,-2.1,-1.2
16035,40.7,27.4,60.3,6,-1.5,-3.7,0.8
27093,40.7,31.2,52.4,13,0.9,-0.9,2.7
29149,40.7,28.4,57.7,7,-0.9,-2.9,1.3
55047,40.7,30.9,53.2,12,0.7,-1.3,2.6
6055,40.6,36.4,45.2,70,-1.6,-2.4,-0.9
11001,40.6,38.3,43.1,240,-2.5,-3.1,-2
16059,40.6,27.1,61,6,-1,-3.9,2.1
19095,40.6,29.7,54.6,9,0,-2.4,2.4
19031,40.6,30.2,53.9,10,0,-2.1,2.1
19149,40.6,31.5,51.8,14,0.6,-1,2.3
24021,40.6,37,44.6,95,-1.8,-2.3,-1.2
31059,40.6,24.3,66.3,4,**,**,**
31067,40.6,31.2,52.4,13,-0.5,-2.3,1.3
56009,40.6,27.5,58,6,-2.7,-4.6,-0.8
12085,40.5,37.2,44,124,-2,-2.6,-1.3
19053,40.5,25.5,62.3,5,-0.3,-3.3,2.9
31119,40.5,32.3,50.3,17,-0.7,-2.1,0.7
56015,40.5,28.7,56.2,8,-0.5,-2.2,1.2
9003,40.4,38.7,42.2,439,-5,-7.8,-2.1
19121,40.4,28.6,55.8,8,-0.7,-2.6,1.2
19025,40.4,28.2,57.5,7,-0.7,-2.3,1
27085,40.4,32.5,49.9,18,1.5,-0.3,3.3
30073,40.4,23,67,3,0.8,-2.8,4.5
31177,40.4,29.8,53.8,10,-1.4,-3.2,0.4
35057,40.4,28.9,55.4,9,-1.7,-3.8,0.4
42091,40.4,38.6,42.2,408,-6.2,-13.3,1.4
48177,40.4,29.7,53.8,10,-2,-3.5,-0.4
54023,40.4,28,57.2,7,-0.1,-2.5,2.4
8085,40.3,33.3,48.6,24,-0.8,-2.2,0.5
8125,40.3,26.5,59.5,5,**,**,**
13067,40.3,37.9,42.9,223,-2.2,-2.7,-1.6
13247,40.3,34.1,47.2,32,-5.6,-7.6,-3.6
16075,40.3,30.3,52.6,11,-1.2,-2.8,0.4
18037,40.3,32.8,49.1,20,-0.7,-2.1,0.7
19197,40.3,28.9,55.5,9,-0.5,-2.6,1.7
26111,40.3,35,46.2,42,-1.3,-2.5,-0.2
27001,40.3,30.6,53.3,13,-2.2,-3.8,-0.5
48201,40.3,39.3,41.4,1243,-3.1,-3.5,-2.8
51600,40.3,30.2,52.7,11,-3.2,-4.9,-1.4
55141,40.3,34.9,46.3,42,-0.1,-1.2,1
6009,40.2,33.9,47.6,31,-2.1,-3.5,-0.8
19065,40.2,31,51.8,13,-0.7,-2.2,0.8
20055,40.2,30.1,52.4,11,-1.9,-3.6,-0.2
27163,40.2,36.4,44.1,91,-1.8,-2.6,-1.1
27067,40.2,33,48.7,22,0.6,-0.9,2.2
56003,40.2,27.5,57.4,7,-10.6,-19.6,-0.6
17097,40.1,37.9,42.4,257,-1.8,-2.3,-1.3
45037,40.1,30.1,52.4,11,-1.4,-3.3,0.6
24041,40,33.5,47.7,28,-0.7,-1.8,0.4
24033,40,37.9,42.2,299,-3.5,-4.3,-2.6
27039,40,28.7,54.3,8,2.3,0.1,4.6
42041,40,36.9,43.4,123,-1.5,-2.1,-0.9
45017,40,28.4,55.2,8,-0.2,-2.5,2
56031,40,26.7,59.3,6,-1.6,-4.3,1.1
12071,39.9,38.2,41.6,441,-2.1,-2.5,-1.7
20167,39.9,25.6,61.4,5,-1.2,-3.6,1.2
25015,39.9,35.6,44.5,68,-1.6,-2.4,-0.7
29089,39.9,26.2,59,5,-1.4,-3.6,0.8
32007,39.9,30.9,50.5,15,-1.6,-3.2,0
40139,39.9,27.8,55.2,7,-1.9,-4.3,0.5
18015,39.8,29.6,52.7,10,0,-2.1,2.2
39107,39.8,32.5,48.4,21,-0.2,-1.3,1
55133,39.8,37.3,42.5,191,-0.4,-0.9,0
31003,39.7,24.7,62.6,4,**,**,**
55043,39.7,33.1,47.3,26,-0.2,-1.8,1.4
2220,39.6,22.7,64,3,**,**,**
19183,39.6,29.9,51.6,12,0.6,-1,2.3
20091,39.6,37.2,42.2,210,-1.3,-1.9,-0.8
27097,39.6,31.6,49.1,17,0.5,-0.9,2
27013,39.6,32.8,47.3,25,0,-1.5,1.5
29205,39.6,22.4,66.1,3,-2.1,-5.2,1.1
55087,39.6,35.5,44,72,-1.3,-2.2,-0.5
13191,39.5,27.7,55.2,8,-2.1,-3.9,-0.4
30087,39.5,22.6,63.8,3,-1.9,-5.1,1.5
48469,39.5,34.1,45.5,38,-2.5,-3.6,-1.5
48371,39.5,26.5,56.6,6,-2.1,-4.3,0.2
55131,39.5,35.2,44.3,61,-0.6,-1.4,0.2
22081,39.4,24.2,61,4,-0.1,-3.2,3.1
42029,39.4,37,41.8,219,-1.8,-2.2,-1.4
51065,39.4,30.3,50.5,13,-1.8,-3.7,0.1
54031,39.4,27.7,55,8,-1.2,-4,1.7
17093,39.3,33.1,46.1,32,-1.2,-2.4,0.1
19141,39.3,28.3,53.7,9,0.5,-1.6,2.7
19171,39.3,28.9,52.6,10,-0.6,-2.2,1.2
26161,39.3,36.2,42.7,123,-1.8,-2.4,-1.2
27121,39.3,27.3,56,7,-0.9,-3.3,1.6
34031,39.3,36.8,41.8,202,-1.7,-2.2,-1.2
48303,39.3,35.9,42.9,102,-5.7,-9.7,-1.6
20149,39.2,28.5,52.7,9,-1,-3.1,1.3
27047,39.2,31.6,48.3,19,-0.1,-1.7,1.5
41003,39.2,33.5,45.7,35,-1.6,-2.8,-0.3
48481,39.2,31.7,48,19,-17.2,-32.1,1
51165,39.2,33.9,45.1,40,-0.1,-1.1,0.9
13123,39.1,30.7,49.3,16,-3.3,-4.7,-1.9
31137,39.1,25.1,59,5,**,**,**
6071,39,37.6,40.4,625,-3.3,-4,-2.6
8001,39,36,42.2,133,**,**,**
45013,39,35.5,42.9,96,-1.7,-2.5,-0.9
26037,38.9,33.1,45.4,33,-1.9,-2.9,-1
31079,38.9,32.3,46.4,25,-1.6,-2.5,-0.7
13253,38.8,25.4,58,5,**,**,**
27009,38.8,30.4,48.7,15,-1.3,-2.9,0.3
27019,38.8,32.4,46.1,28,-0.2,-1.3,1
37183,38.8,36.7,41,274,-1.8,-2.3,-1.4
44001,38.8,32.4,46.3,27,-18.4,-27.5,-8.1
51683,38.8,28.1,51.9,10,-2.1,-4.3,0.1
51063,38.8,27.7,53.3,8,-0.3,-2.1,1.6
55025,38.8,36.1,41.5,174,-0.7,-1.1,-0.2
9005,38.7,35.3,42.3,99,-1.2,-1.8,-0.6
12011,38.7,37.5,39.9,827,-4.4,-5.8,-2.9
17043,38.7,36.9,40.6,362,-1.5,-1.9,-1.1
55055,38.7,33.2,44.9,36,-1.1,-2.1,0
27107,38.6,24.2,60.6,5,0,-3,3
33009,38.6,33.6,44.2,44,-1.4,-2.6,-0.2
53017,38.6,30.8,47.8,17,-1,-2.7,0.8
55097,38.6,32.6,45.5,30,0,-0.9,1
56013,38.6,31.1,47.5,19,-1.6,-3.5,0.4
8049,38.5,22.7,60.4,4,**,**,**
27099,38.5,31.4,47,22,-0.9,-2.5,0.8
37037,38.5,33.2,44.5,39,-1.1,-2.3,0.1
42071,38.5,36.4,40.8,249,-1.2,-1.7,-0.6
53021,38.5,31,47.2,19,-6,-9.2,-2.7
6097,38.4,36.1,40.8,223,-1.9,-2.4,-1.3
27033,38.4,26.4,54.9,7,0.6,-1.4,2.6
29063,38.4,25.6,55.8,6,-2.2,-5.4,1.2
55071,38.4,33.4,44,44,-0.7,-1.6,0.2
13121,38.3,36.3,40.4,298,-3.7,-4.8,-2.7
16015,38.3,20.8,66.3,3,**,**,**
35015,38.3,31.7,46,24,-1.8,-3,-0.7
41053,38.3,32.8,44.5,36,-1,-1.9,0
53007,38.3,32.9,44.5,36,-2.4,-3.3,-1.5
34021,38.2,35.5,41,152,-1.9,-2.3,-1.5
42109,38.2,30.8,46.8,19,0,-1.6,1.5
48107,38.2,21.8,63.6,3,-1,-4,2.1
56043,38.2,24.4,58.3,5,0.4,-3,3.9
4025,38.1,35.4,41.1,151,-1.6,-2.3,-0.8
12097,38.1,34.8,41.7,102,-2.4,-3.1,-1.7
16067,38.1,27.7,51.4,9,-0.7,-2.6,1.1
27041,38.1,31.1,46.6,21,-0.5,-2.1,1.1
48355,38.1,35.2,41.1,134,-2.9,-3.4,-2.4
48381,38.1,33.4,43.2,49,-1,-1.7,-0.2
55091,38.1,23.5,59.9,4,0.3,-2.5,3.2
27079,38,29.2,48.8,13,0.2,-2.3,2.8
27153,38,29.1,49.1,13,-5.5,-9.2,-1.6
29073,38,27.6,51.7,9,-2.3,-4.4,-0.3
27073,37.9,24.2,59.1,5,0,-2,2.2
29003,37.9,27.3,51.6,9,-0.3,-2.6,2
31101,37.9,24.9,57.2,5,-1.4,-3.8,1.1
42027,37.9,33.5,42.6,56,-1.2,-2.1,-0.4
46011,37.9,28.2,50,10,0.3,-1.9,2.5
55109,37.9,31.8,44.7,29,-1.9,-3.2,-0.6
8014,37.8,30.3,46.5,18,**,**,**
13235,37.8,25,55.3,6,-2.9,-5.8,0.2
13089,37.8,35.5,40.2,216,-2.1,-2.5,-1.7
27169,37.8,31,45.9,22,-1.4,-2.8,0
34019,37.8,33.3,42.7,55,-2.2,-3.1,-1.4
38009,37.8,23.9,59.7,5,**,**,**
53019,37.8,23.2,60.1,4,-2.9,-6,0.4
4012,37.7,29.7,48.3,18,-0.5,-2.8,1.9
19161,37.7,25.4,55.1,6,0.5,-2.3,3.4
20051,37.7,28.4,49,12,-1.5,-3.4,0.5
41017,37.7,33.9,41.9,74,-1.4,-2.3,-0.4
55073,37.7,33.6,42.3,61,0,-1,1
6109,37.6,32.1,43.9,35,-2,-3.2,-0.9
16001,37.6,34.7,40.6,136,-1.4,-2,-0.8
20117,37.5,25.4,54.5,6,0.4,-1.3,2.1
27083,37.5,27.9,49.3,11,0.6,-1.2,2.5
39121,37.5,26.7,51.9,9,-0.2,-2.4,1.9
46081,37.5,28.4,48.9,12,-1.3,-2.7,0.1
48171,37.5,30.2,46.7,19,-0.3,-1.9,1.3
30047,37.4,29.2,47.3,15,-1.9,-3.4,-0.4
31127,37.4,22.6,59.7,4,-0.6,-3.7,2.6
48121,37.4,34.7,40.2,169,-2.7,-3.3,-2
4019,37.3,35.8,38.9,464,-1.9,-2.2,-1.6
8071,37.3,26.6,51.4,8,0.7,-1.7,3.1
8081,37.3,23.6,56,5,**,**,**
12099,37.3,36.2,38.5,852,-2.5,-3,-2
13133,37.3,27.3,50.5,10,-2,-4.2,0.3
13135,37.3,34.9,39.9,200,-4.1,-5.3,-2.9
38017,37.3,32.8,42.3,50,-1.8,-2.7,-0.9
55015,37.3,29.9,45.9,18,-1.4,-2.9,0.2
4013,37.2,36.3,38.1,1463,-2.5,-3,-2
16057,37.2,28.3,48,12,-0.1,-1.8,1.6
35041,37.2,26,51.6,7,0.2,-2,2.3
37175,37.2,30.4,45.5,23,-2,-3.4,-0.6
48041,37.2,32.5,42.4,47,-2,-3,-1
55049,37.2,28,48.6,11,-1.4,-3.1,0.3
6065,37.1,35.9,38.2,808,-3.6,-4.4,-2.7
19043,37.1,27.6,49.4,10,-1.3,-3.1,0.6
20175,37.1,25.4,52.2,7,-1.6,-4,0.8
34013,37.1,35.2,39.1,289,-2.9,-3.3,-2.4
40153,37.1,26.9,50.1,9,-1.1,-3.2,1.2
42111,37.1,32.3,42.6,43,0,-1,0.9
48115,37.1,24.6,53.8,6,-1.3,-3.6,1
51163,37.1,28.7,47.7,14,-2.1,-4.2,0.1
4003,37,33.1,41.4,65,-2.1,-2.8,-1.4
6039,37,32.6,41.8,53,-2,-2.9,-1
19165,37,25.3,53.2,7,0.8,-1.7,3.3
34023,37,35.2,38.9,319,-3.1,-3.6,-2.5
51199,37,30.7,44.2,25,-3.3,-4.6,-2
19051,36.9,22.8,57.4,4,-0.1,-4,3.9
27065,36.9,26.4,50.7,8,-1.2,-3.2,0.9
31023,36.9,23.2,57,5,-2.1,-4.4,0.1
31047,36.9,27.4,48.6,10,-1.3,-2.8,0.3
48473,36.9,28.7,46.7,15,-2.7,-4.3,-1.1
8101,36.8,33.1,40.8,74,-1.1,-1.8,-0.4
38057,36.8,22.3,58.2,4,-1.6,-4.6,1.4
42063,36.8,31.9,42.3,42,-1.2,-1.9,-0.4
42119,36.8,29.8,45.1,20,-0.4,-1.9,1.1
48273,36.8,27.6,47.9,11,-1.2,-3.4,1
51640,36.8,22,59.1,4,-2.7,-5.6,0.3
19103,36.7,31.5,42.4,37,-0.8,-2,0.3
19049,36.7,30,44.3,22,-1.9,-3.3,-0.5
35009,36.7,29.2,45.5,17,-1.3,-3,0.3
39137,36.7,28.8,46.2,15,-0.9,-2.7,1
48085,36.7,34.4,39.1,207,-2.1,-2.7,-1.4
48437,36.7,22.4,57.9,4,**,**,**
55093,36.7,28.4,46.6,14,-1.1,-3.1,1
19105,36.6,27.3,48.4,11,-1,-3,0.9
48325,36.6,29.6,44.7,20,-1.4,-2.8,0.1
6027,36.5,27.2,48.4,11,-2,-3.7,-0.3
6063,36.5,27.7,48,12,-2.2,-4,-0.3
8039,36.5,24.6,52,7,-1.9,-4.9,1.2
20205,36.5,23.7,54.9,5,-1.9,-4.5,0.6
34017,36.5,34.3,38.8,206,-2.7,-3.2,-2.2
47187,36.5,32.4,41.1,60,-2.7,-3.6,-1.8
54089,36.5,25.7,51.2,8,-2.7,-4.7,-0.6
31031,36.4,21.1,61.1,3,-0.6,-3.2,2
53033,36.4,35.2,37.7,681,-3.7,-4.6,-2.9
16049,36.3,26.9,48.8,10,-0.3,-2.5,1.9
19035,36.3,25.5,51.2,8,0.4,-2.4,3.2
25011,36.3,31,42.4,35,-1.2,-2.4,0
6019,36.2,34.3,38.1,291,-1.8,-2.1,-1.4
8031,36.2,33.9,38.6,196,-1.4,-1.9,-0.9
27081,36.2,21.9,59.2,4,-2.6,-5.4,0.3
6013,36.1,34.5,37.7,404,-2,-2.3,-1.6
48209,36.1,31.3,41.4,44,-2,-3.2,-0.8
6073,36,35,36.9,1097,-2.6,-3,-2.2
8063,36,21.5,57.2,4,-0.2,-3.4,3.2
31019,36,28.5,44.8,16,-1.6,-3.6,0.4
35053,35.9,25,50.2,7,0.3,-2.4,3.1
48493,35.9,28.6,44.5,18,-1.9,-3.5,-0.2
16053,35.8,25.1,49.4,7,-2.3,-4.6,0
34039,35.8,33.6,38.1,207,-1.8,-2.2,-1.3
8041,35.7,33.4,38,196,-1.5,-2.1,-0.9
19089,35.7,23,53.9,5,0.5,-2.2,3.2
27053,35.7,34.2,37.4,411,-6.2,-8.5,-3.8
40141,35.7,21.4,56.9,4,1.1,-2.2,4.5
46125,35.7,22.2,55.5,4,-1.2,-4,1.7
46079,35.6,24,51.7,6,-8.4,-14.9,-1.5
54071,35.6,22.7,55.3,5,0.1,-2.3,2.6
19151,35.5,22.3,55.8,5,-1.1,-3.7,1.5
27103,35.5,26.9,46,12,-0.2,-1.8,1.4
31051,35.5,20.4,59.5,3,**,**,**
41063,35.5,21.8,57.3,4,**,**,**
48491,35.5,32.6,38.5,122,-2.6,-3.5,-1.7
48069,35.5,20.2,58.1,3,**,**,**
55065,35.5,25.3,48.8,8,-1.5,-3.8,0.9
16021,35.4,23.1,52.8,5,-1.9,-4.5,0.7
19023,35.4,25.1,49,8,-0.6,-2.4,1.3
27129,35.4,25.1,49.1,8,0.5,-1.3,2.3
48249,35.4,27.9,44.3,16,-2.4,-3.7,-1
48477,35.4,28.2,44,17,-2,-3.2,-0.8
